time,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,NYC,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2012-10-07,0.847035,1.98826,0.580955,0.787402,2.26502,0.555582,0.331744,3.72421,0.268998,1.66176,1.16844,1.44613,0.21106,1.03135,1.69269,0.646532,0.752519,0.203549,2.88909,0.721036,1.22244,0.809474,0.923707,0.483092,1.15393,3.53982,0.148976,0.615732,1.35952,2.66876,0.121242,1.70536,1.48361,0.474664,0.572891,1.58339,0.754795,2.38773,0.753693,0.870406,0.163339,0.319978,1.07613,0.492271,2.35146,1.24436,1.36244,1.24633,0.527774,0.686253,0.505306,0.800493
2012-10-14,0.986278,1.70858,0.649734,0.977281,2.35697,0.465602,0.536643,3.27949,0.298013,1.58468,1.04194,1.24869,0.40833,0.920999,1.71016,0.715717,1.09511,0.112327,2.65559,1.04728,0.974202,0.697181,1.00627,0.556816,1.59635,3.8453,0.17325,0.743172,0.855513,2.52572,0.0763942,1.39434,1.10806,0.600396,1.00283,1.62795,0.864975,1.23648,0.774749,1.10987,0.273185,0.400475,1.20384,1.13016,1.94499,1.54044,1.34905,1.29636,0.657718,0.429092,0.569095,0.701344
2012-10-21,1.17493,1.564,0.94605,0.767786,2.37177,0.490101,0.435584,4.59653,0.456621,1.57517,1.24957,1.40326,0.571895,0.598205,1.72181,0.506139,0.793454,0.0972479,3.26236,0.700902,0.609756,0.655308,0.770931,0.598555,1.38299,4.11831,0.0769231,0.828717,0.823353,3.18166,0.148841,1.45544,1.49184,0.821041,0.778846,1.70925,0.863508,1.80451,0.708383,0.969937,0.388408,0.251326,0.645552,0.945958,2.55229,1.39703,1.43984,1.09117,0.63963,0.548176,0.453899,0.691338
2012-10-28,1.37533,1.71254,0.336178,1.0733,2.45736,0.59501,0.593168,3.64146,0.239349,1.83404,1.29223,1.25823,0.686591,1.09622,1.89033,0.6508,1.6104,0.0440831,3.3036,0.7902,1.36444,0.702751,1.13607,0.765358,1.38699,4.32281,0.188182,1.08348,0.627803,3.04601,0.145702,1.27737,1.19628,0.527619,0.633484,1.82661,0.804787,1.68478,0.801233,1.25516,0.1693,0.246609,1.08809,1.13824,2.7858,1.82982,1.61346,0.993861,0.851955,0.351453,0.474842,0.771417
2012-11-04,1.32979,2.11597,0.522689,1.10721,2.56157,0.633262,0.738451,4.85437,0.457516,1.84173,1.82259,1.3894,0.868233,1.37957,2.02857,1.00503,1.11566,0.128021,4.23698,0.657702,1.187,0.823677,1.01608,0.730519,2.01608,5.37964,0.120822,1.48342,1.48213,1.92698,0.166632,1.80709,1.68618,0.593159,0.832931,1.59117,0.923037,1.76421,0.662252,1.16348,0.195754,0.39693,0.952381,1.47361,3.20738,1.68754,1.5578,1.03469,0.793966,0.408954,0.484779,0.623747
2012-11-11,1.03704,3.00274,0.558988,1.24527,2.51209,0.748448,0.752014,4.64865,0.485909,2.11627,2.44775,1.48123,1.29817,2.19938,1.99806,0.736934,0.907441,0.099955,4.22369,0.796016,0.969659,0.941248,1.33071,0.61894,2.45792,6.50728,0.15829,1.48495,1.48903,3.09826,0.136612,1.39585,2.08405,0.735592,0.991707,1.69433,0.971335,1.68627,0.440044,1.20353,0.158914,0.517197,1.02297,1.87212,3.22458,1.84277,1.75717,0.983021,1.21024,0.838926,0.358075,0.409748
2012-11-18,1.66667,5.24099,1.09307,1.30998,2.73042,0.88736,0.817439,6.81606,0.905524,2.03067,3.24457,1.96122,1.23153,2.54892,2.32818,1.02361,1.03242,0.285898,5.20172,1.04441,1.89411,0.865344,1.45055,1.05714,3.53357,8.56248,0.426743,1.79899,1.81818,2.12982,0.191571,1.36441,2.26524,0.757751,1.70477,2.1401,1.6437,1.95848,0.366151,1.46221,0.31348,1.09422,1.14613,4.44269,5.1617,2.82368,2.08133,1.13895,1.23484,1.01373,0.488446,0.895615
2012-11-25,1.52439,5.29602,1.45013,1.0837,2.56313,1.01563,0.899965,6.44302,0.837258,1.84769,3.26126,1.37343,0.621891,2.01177,2.39121,1.47923,1.22207,0.333945,4.95046,1.01617,1.09847,1.00782,1.24331,0.966879,3.07673,6.95423,0.101317,2.1853,0.875796,3.26223,0.356415,2.2386,2.07682,0.868032,1.67709,2.33752,1.6207,2.77162,0.421257,1.42684,0.424328,2.09501,1.20015,3.13324,3.96355,2.46774,2.25777,1.30719,0.970748,0.663183,0.606314,1.37893
2012-12-02,1.49953,8.76414,1.74494,1.39933,2.45937,1.41383,1.05111,6.32514,1.45421,2.40846,4.1396,1.59971,1.01046,1.86216,3.22268,2.41508,2.35123,0.586242,5.5426,1.61812,3.00338,0.758035,1.45087,0.953961,2.97351,8.21743,0.186986,5.13223,1.14449,2.2716,0.406091,2.2145,1.87514,0.691995,2.11123,2.85764,2.27431,3.04892,1.07246,2.06708,1.1959,4.22179,1.28948,5.42548,5.21819,2.75824,2.9019,1.30946,0.98488,1.41519,1.56973,2.72908
2012-12-09,2.81818,9.77209,2.8537,1.72026,2.70899,1.86206,1.15199,8.11623,2.05458,2.6835,4.74738,1.86986,1.58146,2.09696,4.239,4.45092,2.59691,0.687302,6.95104,2.06913,2.74794,1.36778,1.8124,1.78823,3.49486,8.64163,0.18315,6.34693,1.58465,2.82964,0.81172,2.15569,2.5545,1.0532,3.03139,3.29368,2.99779,4.37184,1.80769,3.22581,2.23984,3.56573,1.27857,6.05845,6.03698,4.66899,4.04577,2.59634,1.15527,1.46168,2.40738,2.98924
2012-12-16,2.21687,10.3316,5.52285,2.05506,3.37338,2.63295,2.09529,8.49941,2.38636,3.13171,5.03625,1.87202,1.69803,2.97389,5.07826,5.22257,3.44278,0.744786,7.91033,3.07478,3.83902,2.18264,2.94965,3.05277,4.7619,13.2534,1.22505,4.92009,4.26301,6.81524,1.81046,3.84972,3.00596,1.63702,3.62908,4.09728,4.87248,4.44115,0.953107,4.09585,2.72449,3.77206,2.20365,6.13868,7.99241,4.21213,5.75511,3.46636,1.46423,2.58314,3.02656,6.54849
2012-12-23,4.07855,12.1174,5.8592,2.92172,5.49621,2.9987,3.40782,8.92086,4.21053,4.41653,5.18475,1.63839,4.87404,5.056,6.27165,7.17515,5.95095,1.43475,8.9449,4.3606,10.1205,4.19098,4.8137,6.67769,6.97715,11.5652,0.631136,8.8115,5.16252,10.1455,2.24676,5.44188,7.13018,1.71037,5.95238,5.05315,5.31167,10.4434,3.77588,6.06691,4.01822,3.51324,2.43493,8.32991,9.69432,6.93167,7.31564,5.20878,2.72053,4.24335,5.07039,7.16007
2013-01-06,2.16573,7.66104,4.89199,3.0312,3.62306,2.65444,3.8961,6.20821,5.16278,3.33144,4.14659,2.52944,4.87805,3.01935,5.05566,4.39602,6.10115,1.52582,7.14434,3.0003,3.41351,2.81891,4.43242,5.54971,5.2717,8.14324,1.06045,5.01979,5.0,8.65229,2.4187,5.00187,5.22207,1.97276,3.99638,4.79065,3.67943,7.87562,2.78761,4.19815,3.00717,2.20832,2.32558,6.8863,8.24784,6.62258,6.80646,4.49438,2.77656,3.99261,4.21592,4.55894
2013-01-13,2.26433,7.4161,5.77181,2.82776,3.7083,2.97167,4.43469,6.84584,5.11518,2.54859,3.55827,2.8331,3.24042,3.59773,4.34811,4.11404,4.76133,1.12997,6.49926,2.57992,4.23557,2.89363,3.87657,4.0914,4.59826,6.70186,1.05949,3.61605,7.00914,10.1024,3.09771,4.94719,4.63149,2.38245,4.13807,5.52524,2.89587,8.43243,2.67185,4.30241,3.40512,2.04398,2.42227,4.13007,7.61521,5.4211,7.06235,5.14139,2.30206,3.8992,4.31387,7.20103
2013-01-20,2.53279,5.90845,5.90369,3.90697,4.98923,3.87965,4.14041,7.19162,5.49981,2.83777,2.92425,3.35174,3.46476,2.95283,3.88902,4.82472,6.03671,1.82096,5.71979,2.37227,3.81307,3.04298,4.07978,3.07692,4.42954,6.09412,1.3905,3.17627,5.74185,9.41499,2.3704,5.61734,4.814,3.02318,4.53812,6.13491,3.00585,9.74255,3.23712,4.96328,2.82409,1.32181,2.52996,2.97487,7.688,5.49212,6.24657,5.1005,2.94155,3.36249,5.22459,4.97664
2013-01-27,0.979858,4.76343,4.93274,5.05778,5.83965,3.32689,2.9826,6.97269,5.04705,2.28633,2.32237,4.84493,3.5179,3.67372,3.54367,3.19107,5.46252,1.6038,5.3964,2.48898,3.75483,2.06863,4.42058,2.86423,4.89124,5.95498,1.22777,2.46907,6.80813,9.67664,1.14967,4.94037,5.96807,3.57443,4.06893,5.14435,2.65128,8.25726,4.3911,3.63506,1.49655,0.944414,2.38565,1.8338,7.58763,5.58777,2.96131,5.39638,3.58913,2.79702,3.72481,5.56492
2013-02-03,2.47636,4.46756,3.94113,3.63893,6.10146,2.90437,2.56616,5.30071,3.08789,2.46391,2.45549,3.77211,2.51346,2.97558,3.50275,3.50093,6.11562,1.4733,4.67644,2.06795,2.44738,1.91816,3.39719,2.67437,4.95706,5.44546,1.32319,2.05758,4.5419,8.77193,0.90151,4.63762,5.02665,2.32686,2.9484,4.19967,2.02597,8.98551,3.3109,2.72834,1.70721,0.94416,2.63852,2.67506,5.83695,5.05722,3.83966,5.94282,2.47019,2.69296,2.94601,3.85627
2013-02-10,1.56726,3.86127,2.82872,3.19126,5.4357,2.54059,1.97204,5.28531,2.01085,2.35565,2.495,4.02789,2.03321,3.50244,3.12585,3.14203,5.38633,1.16268,4.24231,1.92758,1.91896,1.57348,3.4188,3.01697,4.4439,5.19833,0.956938,1.4279,4.5993,6.27462,0.714445,4.45368,3.84575,3.55964,2.7859,3.75588,1.68523,5.18067,2.75387,2.49063,0.914897,0.968492,2.67509,2.21057,4.63083,4.17015,3.28483,5.43727,2.10597,1.62695,1.60149,2.94999
2013-02-17,1.04879,4.12844,2.08218,3.03784,4.86921,1.90076,1.53975,4.76893,1.63743,1.97685,2.2694,3.20233,1.80092,2.83275,3.05967,2.63581,3.79135,1.02495,3.45379,1.66667,2.06293,1.11177,2.95892,2.63502,3.33773,4.6582,0.2886,1.19998,7.76053,5.84396,0.439422,4.79113,3.62428,3.38641,3.39217,3.05157,1.50813,4.9334,2.72505,2.98393,0.770366,1.0661,2.16933,2.91918,3.98526,3.63476,3.16161,5.07663,1.67155,1.57358,1.46835,2.87059
2013-02-24,0.89782,3.0586,1.34731,2.4249,4.14831,1.73183,1.88235,4.53053,1.67555,2.05355,2.4042,3.14626,0.970874,2.53615,2.55517,2.74562,3.48031,0.977729,3.50837,1.59041,2.56122,1.06507,2.66819,1.77297,3.15217,4.86339,1.03766,1.29133,2.70868,5.60621,0.502952,3.44288,3.2908,2.88354,3.48492,3.40389,2.11968,4.83708,2.59301,2.50669,0.590364,1.00689,1.76887,1.92291,3.23762,3.33351,3.076,3.04601,1.3867,1.40097,1.69818,2.2997
2013-03-03,1.0296,3.39632,1.46972,2.10216,3.70949,1.44617,1.52352,4.42177,1.11643,1.69993,2.39994,4.05101,1.33276,0.918459,2.81471,2.59448,2.04989,1.0749,3.06236,1.30838,2.29801,1.09103,2.69076,1.64868,2.36915,5.46707,0.837277,1.25905,6.08997,4.66401,0.810214,2.78825,2.97593,3.18243,2.67505,2.91814,1.58579,4.42518,1.82687,2.56207,0.375646,0.957829,1.67619,1.63353,3.29329,3.04991,3.03836,3.56564,1.34397,0.762361,1.42651,1.37017
2013-03-10,0.57923,3.19473,1.78891,1.7443,3.98337,1.11722,1.41972,4.90134,1.12108,2.00963,2.61697,4.51183,1.59872,0.747621,2.62175,2.55328,1.75903,0.961493,3.28033,1.46923,5.79103,0.840619,2.39333,1.71015,2.59259,5.2593,0.778066,1.3441,5.60676,3.06711,0.350058,3.74782,2.15882,2.39382,2.38434,3.02633,1.1089,2.98826,1.02113,2.57542,0.449944,1.38795,1.63306,2.75723,3.38592,2.68849,3.17296,3.25477,1.14811,1.16854,1.67641,0.972898
2013-03-17,1.13086,3.33361,1.41136,1.55869,3.45064,1.02991,1.18159,5.33869,0.967492,1.98096,2.1634,3.08503,1.13391,1.34878,3.03716,2.39939,1.04929,0.931872,3.76361,1.40283,2.48607,0.813899,2.84375,2.04417,2.10808,5.7033,1.38462,1.53947,5.60109,3.87945,0.383247,3.21132,2.386,2.72161,2.70502,2.73555,1.17899,3.59468,1.42123,2.65614,0.779912,1.06724,1.76471,1.65702,3.0704,2.47748,2.96363,2.13793,0.803281,0.638686,1.62389,0.677887
2013-03-24,1.01351,3.89456,1.34111,1.30751,3.237,0.697425,1.33806,4.39252,0.858369,1.99674,1.8007,3.17965,0.537634,1.45557,2.64034,1.9318,0.938315,0.756697,2.82755,1.39068,1.96761,0.772201,2.46751,1.06414,1.81256,4.08434,0.389656,0.86483,3.32671,3.07491,0.609162,2.85293,1.74431,1.81388,2.2772,2.58595,0.823271,2.84058,0.543971,2.23717,0.374298,1.30239,1.5328,1.39777,2.68087,1.93257,2.62536,1.85185,0.493316,1.00223,1.38982,0.719068
2013-03-31,0.91623,2.08523,0.930899,0.924276,2.96289,0.701403,0.974252,2.7278,0.806045,1.82371,1.73544,2.45536,0.532569,0.933461,2.44904,1.52966,0.613779,0.66362,2.91392,1.46828,2.81526,0.920051,1.98939,1.07527,1.86999,4.27448,0.580998,1.41025,4.39648,3.34101,0.333704,2.76671,1.52717,1.95603,1.6205,2.34374,0.866845,1.78482,0.704887,1.71415,0.633453,1.2638,1.52027,1.5576,2.54637,1.79954,2.41272,2.69293,0.693739,0.838072,1.77413,0.444664
2013-04-07,0.333778,1.90824,0.398248,0.971765,2.50403,0.6436,0.763575,4.4098,0.552741,1.69399,1.40911,1.95695,0.519031,0.509287,2.31881,1.22368,0.452011,0.43277,2.85127,1.51658,1.28833,1.19685,1.79514,0.707808,1.2985,3.68828,0.155925,1.14971,4.14343,2.66117,0.301789,2.25873,1.38392,1.57446,1.58092,2.06217,0.881356,1.84182,0.766871,1.58031,0.497804,0.839717,1.08785,0.909323,2.46144,1.92144,2.19136,3.38673,0.786138,0.538819,1.12368,0.467654
2013-04-14,0.71475,1.19202,0.518379,1.03507,1.97829,0.541377,0.744269,4.06863,0.243072,1.50861,1.0082,3.45588,0.371945,0.326023,1.89672,1.05047,0.551702,0.342031,2.26379,1.57023,1.82949,0.946657,1.58921,0.863371,1.25548,3.17919,0.21606,0.94323,3.67816,2.08668,0.595998,1.86459,1.18074,1.31522,1.33984,1.72724,0.625,1.14596,0.285533,1.28509,0.53143,0.684182,0.969462,0.906748,2.34755,1.63571,1.79362,3.79356,0.497512,0.789963,0.863825,0.430571
2013-04-21,1.31579,1.10686,0.270514,0.935564,1.82625,0.562016,0.744346,3.61174,0.363967,1.44366,0.941882,2.45098,0.452261,0.39984,1.82598,0.828228,0.157381,0.111364,1.83512,1.3764,1.22677,0.642398,1.47816,1.23119,0.901675,2.58736,0.0362056,0.870942,5.08475,2.99728,0.105597,0.997195,1.42792,1.0496,1.47142,1.72304,0.496079,1.42429,0.258065,1.05755,0.478627,0.359911,0.865161,0.492706,2.28962,1.39591,1.2814,3.40541,0.392157,0.506096,0.449787,0.270736
2013-04-28,0.786885,0.660815,0.533175,0.959781,1.7337,0.567389,0.692137,5.45455,0.0434028,1.31242,0.631108,3.50584,0.166945,0.469484,1.69867,0.608924,0.209847,0.0907441,1.88561,0.870495,1.21983,0.914989,1.39788,0.729927,1.24487,2.57813,0.177054,0.616857,4.65919,2.43995,0.134862,1.63898,1.29135,1.08536,1.19106,1.64981,0.428266,1.74512,0.223428,0.915316,0.414013,0.346177,0.718664,0.492424,2.10066,1.48716,1.21938,2.08828,0.393999,0.337458,0.383848,0.0568182
2013-05-05,0.856164,0.739447,0.265957,1.18592,1.6856,0.590158,0.714286,5.7732,0.0,1.07612,0.571364,2.866,0.277393,0.387597,1.64719,0.340216,0.298706,0.259621,1.88421,0.942834,1.09759,0.736772,0.989528,0.860737,0.918209,2.27837,0.0,0.254987,4.41413,2.36794,0.150966,1.83739,1.25528,1.03443,0.979474,1.64971,0.384353,0.911162,0.316256,0.8909,0.26575,0.151286,0.725655,0.276696,1.91757,1.53596,1.21462,2.31701,0.476996,0.270669,0.279864,0.156904
2013-05-12,0.17301,0.677577,0.118906,0.84028,1.62542,0.583766,0.502283,4.74198,0.0,1.07773,0.770743,3.93836,0.255885,0.129997,1.61373,0.433265,0.246144,0.0453583,2.06497,0.908136,2.70944,0.658979,1.32419,0.509613,0.839965,2.50143,0.0,0.217481,3.71041,2.20905,0.0,1.45819,1.38347,0.960045,0.859476,1.61222,0.358543,0.66335,0.0809717,0.847587,0.243467,0.222328,0.371058,0.205181,2.04946,1.51779,1.06852,1.75791,0.304169,0.163858,0.239408,0.217037
2013-05-19,1.13452,0.597222,0.214823,0.800176,1.69397,0.47352,0.575264,4.96503,0.0,1.065,0.612261,3.79464,0.0870322,0.198282,1.89015,0.382653,0.209373,0.0624025,2.13555,0.783969,2.28534,0.437637,1.11895,0.61263,0.52705,2.45089,0.0412541,0.876339,2.21811,2.32681,0.036914,1.80754,1.18413,1.35322,0.830614,1.53328,0.188147,0.397702,0.223547,0.738477,0.0,0.184264,0.142959,0.140193,1.9264,1.42519,0.953416,1.88383,0.310843,0.159744,0.274637,0.0289184
2013-05-26,0.600109,0.803646,0.0858369,0.668103,1.59179,0.488355,0.55918,5.93645,0.0,1.25474,0.636416,1.51844,0.0,0.572597,1.42293,0.408297,0.199452,0.0,1.90332,0.610074,1.54024,0.876168,1.31349,0.687548,0.816168,2.25472,0.110011,0.903974,2.28938,2.48705,0.0394322,1.56784,1.59292,0.92672,0.678931,1.47278,0.325998,0.322321,0.230061,0.885559,0.0,0.10014,0.0256937,0.0904977,1.72047,1.56193,1.02018,2.23011,0.247525,0.170882,0.209784,0.0659631
2013-06-02,0.163399,0.522759,0.088968,0.670314,1.52385,0.425671,0.465658,3.99628,0.0,1.07527,0.522969,2.56696,0.0,0.0,1.58659,0.368664,0.333248,0.0208725,1.68134,0.673816,2.81875,0.828609,1.74044,0.567503,0.743633,2.20735,0.0,0.107735,2.23518,2.81955,0.0,1.52316,0.788644,1.04712,1.19891,1.47378,0.527929,0.0,0.137049,0.960036,0.0,0.389579,0.0879765,0.0904568,1.9246,1.73724,0.982714,1.95599,0.410023,0.428367,0.185914,0.281492
2013-06-09,0.176991,0.382433,0.0,0.717252,1.54648,0.365385,0.0,5.26742,0.0,1.25139,0.388242,2.24949,0.0,0.0607165,1.57555,0.386847,0.217812,0.0207771,1.34287,0.513891,1.81881,0.843961,1.5665,0.631912,0.209351,1.64636,0.245218,0.0676361,2.35199,0.358423,0.0518403,1.33617,1.3911,0.887989,0.893277,1.30581,0.269427,0.102564,0.415512,0.76053,0.0,0.121753,0.0492126,0.0473429,1.66351,1.5233,0.887691,2.14435,0.38817,0.143524,0.190638,0.0
2013-06-16,0.123839,0.42735,0.0,0.730257,1.58567,0.478446,0.0,3.99079,0.0,0.929718,0.381727,3.41297,0.0,0.0667111,1.64654,0.491642,0.173611,0.142712,1.2033,0.688924,2.55084,0.830532,1.17882,0.664084,0.211045,1.99554,0.0791139,0.0,2.3361,0.312175,0.0365497,1.47947,1.18989,0.574163,0.881857,1.37941,0.245523,0.0788644,0.4111,0.845819,0.0243605,0.0609756,0.0,0.117495,1.57641,1.18249,0.93743,1.8797,0.403691,0.390472,0.191778,0.088968
2013-06-23,0.0565291,0.598395,0.176523,0.573628,1.59109,0.330897,0.0,5.07084,0.0,0.553201,0.363967,1.40187,0.0,0.066357,1.37145,0.228358,0.191152,0.0246124,1.29978,0.585076,1.27612,0.798199,1.56589,0.121212,0.236327,1.62306,0.226929,0.881543,2.04741,0.855615,0.0,1.75008,0.915229,1.09746,0.564902,1.31122,0.396264,0.0800641,0.156863,0.614092,0.0271961,0.0901713,0.222717,0.0915152,2.07494,1.31288,0.845789,1.17048,0.432113,0.22927,0.151976,0.0319183
2013-06-30,0.0,0.396983,0.499376,0.578577,1.41541,0.406032,0.0,3.9968,0.0,0.925089,0.283298,1.40977,0.0,0.125865,1.21819,0.322451,0.153531,0.082085,1.06077,0.602236,1.11429,0.800821,1.45393,0.574413,0.074184,1.79954,0.0784314,0.0637755,1.95465,0.439078,0.0851064,1.72084,0.716288,0.773071,0.606616,1.17955,0.318514,0.0911162,0.187091,0.604195,0.0,0.100503,0.515464,0.0367782,1.84375,1.0177,0.827225,1.75038,0.223564,0.192976,0.104254,0.0317965
2013-07-07,0.0,0.228945,0.0,0.522146,1.43255,0.344598,0.0,4.26885,0.0,0.9619,0.370136,0.753498,0.0,0.0,1.17423,0.453894,0.183217,0.0212585,1.18881,0.602604,1.19643,1.00416,1.86465,1.09127,0.040783,1.39608,0.0,1.23254,2.68123,0.336134,0.105374,0.110619,1.0981,0.682196,0.826295,1.23853,0.129486,0.480307,0.0,0.542846,0.0,0.0287109,0.172117,0.0,1.99341,0.858116,0.844016,1.27005,0.290698,0.747012,0.13044,0.0381825
2013-07-14,0.221076,0.246689,0.0,0.423953,1.25056,0.386941,0.0,4.6396,0.0,0.741271,0.230965,0.551181,0.0938967,0.186916,1.16156,0.299018,0.0863558,0.0596184,1.01256,0.521329,0.288739,0.810437,1.26174,0.449438,0.0352113,1.30618,0.0,0.0,1.54405,0.37831,0.0776398,1.21655,0.882863,0.345185,0.635846,1.14439,0.328431,0.293974,0.268817,0.611897,0.0478126,0.0361402,0.0,0.0113559,1.87277,0.872766,0.751779,1.44175,0.253218,0.293363,0.0619003,0.0
2013-07-21,0.212314,0.285963,0.203666,0.466611,1.30391,0.353756,0.0,3.4846,0.0,0.757993,0.224542,0.508906,0.0,0.0627746,0.96345,0.295625,0.158228,0.290135,0.932235,0.603887,0.892061,0.659472,1.61791,0.490463,0.0759013,1.31698,0.0,0.0,2.41411,0.490196,0.0392465,1.24601,1.00035,0.481506,0.449186,1.06048,0.0859599,0.2772,0.0960615,0.437613,0.0,0.0,0.19685,0.0112651,1.75622,0.938416,0.731653,1.15607,0.334798,0.116369,0.144733,0.0839631
2013-07-28,0.163577,0.401091,0.0,0.570179,1.3224,0.469275,0.0,4.42073,0.0,0.640134,0.327948,0.567721,0.0,0.0,0.991386,0.189934,0.0593648,0.0954745,1.04764,0.447231,0.886474,0.623903,1.17672,0.680094,0.0,1.49117,0.0729395,1.08192,3.19767,0.900901,0.0,0.883281,0.885122,0.682594,0.784753,0.98942,0.180505,0.164069,0.340136,0.417275,0.0,0.0245399,0.19685,0.0221558,1.55077,1.09557,0.751795,1.92308,0.242772,0.186776,0.178309,0.0
2013-08-04,0.0521376,0.416287,0.0915751,0.585106,1.22818,0.362609,0.0,6.70978,0.0,0.663611,0.268397,0.587248,0.0,0.0,0.949602,0.245098,0.0755572,0.0212134,1.5222,0.481348,0.907354,0.62383,1.20076,0.607983,0.0773994,1.54989,0.0,0.0,1.55794,0.55788,0.0446628,1.36849,1.1277,0.500762,0.43209,0.995388,0.374047,0.0495786,0.442968,0.563116,0.0,0.0787815,0.0,0.0222247,1.71643,0.934849,0.752373,1.46972,0.118147,0.259548,0.116723,0.0819001
2013-08-11,0.361228,0.318121,0.102564,0.773709,1.32131,0.493225,0.0,5.18653,0.0,0.591101,0.307167,0.160128,0.0,0.17762,0.902903,0.182017,0.14404,0.136719,1.11779,0.585331,0.916466,0.694728,0.963801,0.509626,0.0680504,1.61554,0.0,0.735059,0.0,4.83736,0.0460193,2.13599,1.18163,0.329649,0.561798,0.902398,0.126511,0.265722,0.287081,0.570278,0.0,0.0239464,0.179211,0.0231401,1.42036,0.97318,0.627758,1.34977,0.162225,0.248447,0.175593,0.299658
2013-08-18,0.279486,0.307495,0.0865801,0.791116,1.21946,0.448604,0.0,5.05576,0.0,0.6564,0.358171,0.613497,0.0,0.0,1.07404,0.41806,0.172533,0.11655,1.22065,0.44635,0.935925,0.589072,1.13792,0.829099,0.095057,1.85141,0.0,1.03175,0.0,2.94302,0.0457038,1.21781,0.911854,0.511229,0.367747,0.801465,0.309816,0.162272,0.0,0.571367,0.0,0.0231,0.327869,0.0590179,1.64627,0.86334,0.74843,1.71395,0.205497,0.291181,0.193109,0.231214
2013-08-25,0.180505,0.420382,0.0672043,0.454139,1.19376,0.45863,0.297619,5.8296,0.0,0.796339,0.48257,0.527357,0.0,0.0807754,0.941708,0.273973,0.122324,0.149142,1.30633,0.525904,1.23343,0.377059,1.10357,0.750939,0.105263,2.31196,0.0,0.867679,0.0,2.9601,0.084246,1.14529,1.15545,0.42186,0.455093,0.875043,0.275482,1.0917,0.0,0.403464,0.0,0.0193311,0.177936,0.0963763,1.65108,0.8474,1.00721,1.35922,0.205109,0.2849,0.0998814,0.0
2013-09-01,0.234742,0.449848,0.0576369,0.773549,1.53035,0.0,0.0,5.1149,0.0,1.23208,0.481037,1.33983,0.0,0.0789266,1.03193,0.349922,0.295858,0.153227,1.57083,0.37996,2.21441,0.680272,1.3688,0.769804,0.081389,2.52181,0.0,0.089153,0.0,0.763359,0.0,1.34721,1.10455,0.55931,0.396396,0.846482,0.299835,0.430866,0.0,0.36554,0.0,0.0722804,0.527241,0.15842,2.14174,1.39539,0.812642,2.2695,0.180759,0.223285,0.23888,0.0732601
2013-09-08,0.369549,0.794538,0.123153,0.860215,1.63164,0.739927,0.212465,4.07659,0.0,0.968769,0.585656,1.427,0.165017,0.0,1.18983,0.538401,0.334652,0.133283,1.67113,0.256022,1.11243,0.517435,1.20918,0.117786,0.306279,2.28196,0.0,0.907323,0.0,3.4678,0.1443,0.901886,1.30741,0.696926,0.347315,0.843707,0.364596,1.62081,0.143062,0.475082,0.0466418,0.0932662,0.954198,0.0511143,2.89449,1.06429,1.03449,1.64722,0.143301,0.4,0.285068,0.129814
2013-09-15,0.608519,0.73914,0.220872,0.746062,1.70543,0.623053,0.0686342,5.61511,0.0,0.93763,0.630374,1.61663,0.0716846,0.179426,1.37006,0.377169,0.159915,0.222924,1.82213,0.431389,2.35627,0.471311,1.71218,0.126904,0.337838,2.39607,0.0,0.830565,0.265252,4.96134,0.0382409,0.896861,1.53489,0.663538,0.32359,0.919671,0.322719,1.04869,0.14245,0.66058,0.0850051,0.13901,0.172414,0.149659,2.86301,0.102071,1.17679,1.67504,0.203139,0.194553,0.394207,0.195771
2013-09-22,0.894454,0.665083,0.715137,0.784434,1.67839,0.606296,0.379507,5.92142,0.0,0.95339,0.702136,1.37195,0.0,0.0550358,1.45643,0.576142,0.269469,0.114613,1.88159,0.532184,2.0801,0.207756,1.775,0.0637552,0.431566,2.15876,0.0581734,0.465297,0.0,3.85941,0.0581058,1.12296,1.82122,0.629987,0.38431,1.30989,0.247441,0.842171,0.443787,0.72715,0.0653061,0.0937031,0.515274,0.16802,3.05223,0.218716,1.29821,2.22482,0.210647,0.484262,0.346605,0.112066
2013-09-29,0.517241,1.55075,0.0,0.947648,1.94581,0.584323,2.31101,5.34351,0.0,1.04869,0.695063,1.77353,0.162851,0.164654,1.43988,0.654391,0.284495,0.220629,1.99498,0.495255,2.27848,0.281258,1.18761,0.125905,0.354724,2.27382,0.0,1.66855,0.0,4.7043,0.0802246,0.911906,2.47041,0.228224,0.266016,1.55648,0.723643,1.02987,0.436137,0.607761,0.0317712,0.0948227,0.601323,0.255924,3.29382,1.03354,1.28907,3.54191,0.309438,0.434888,0.597693,0.205086
